Page 1 Header,Name,Match Number,Assignment,Robot?,Team (getting scouted),Page 2 Header,AMP Score (Auto),SPEAKER Score (Auto),Crossed Line?,Game Pieces Taken?,Page 3 Header,Used Coopertition Button,AMP Score (Teleop),SPEAKER Score (Teleop),Page 4 Header,TRAP Score,Climb Type,Issues,Intook From (Full Match),Notes
,Logan,51,Red 3,2341,,,0,1,FALSE,,,TRUE,0,2,,0,2 Robot Climb,,Ground,They really struggled to intake under their bumper running over the note and getting stuck multiple times in the process.
,sofiya,51,Blue 3,1781,,,0,2,TRUE,Right Spike,,TRUE,0,6,,0,Solo Climb,,"Ground , Source","I'm not sure about this data, I couldn't see the first half of the match"
,Maggie,52,Red 2,9067,,,0,0,TRUE,,,TRUE,0,5,,0,Solo Climb,,Ground,
,lucia,52,Blue 3,9073,,,0,0,FALSE,,,FALSE,0,0,,0,,,,"note got stuck, mostly did defense, but seemed to also block their teams movement some"
,Danyar,52,Red 2,9067,,,0,0,FALSE,,,TRUE,0,4,,0,Solo Climb,,"Ground , Source",
,Damari,52,Blue 1,323,,,0,1,TRUE,Left Spike,,FALSE,2,3,,0,,,Ground,Kept missing notes into speaker
,Aros,52,Red 1,8044,,,0,0,TRUE,Failed Right Spike,,FALSE,3,2,,0,2 Robot Climb,Disabled,"Ground , Source",Stopping running by source womp
,Ridge,52,Blue 2,4107,,,0,2,FALSE,,,FALSE,0,1,,0,Solo Climb,Parts Fell Off/Broke,"Ground , Source",Was unable to aim/shoot into speaker multiple times
,Logan,52,Red 3,2357,,,0,1,TRUE,"Center Spike , Left Spike",,TRUE,2,3,,0,2 Robot Climb,Failed Auto,Ground,They missed most of their shots at speaker in auto. They can score in the speaker from further back.
,Karos,52,Red 1,8044,,,0,0,TRUE,Failed Center Line 1,,FALSE,3,2,,0,2 Robot Climb,Disabled,"Ground , Source","Stopped working mid match, wouldn't move. But had good shooting with their robot. Very accurate"
,sofiya,52,Blue 3,9073,,,0,0,FALSE,,,FALSE,0,0,,0,,,,"preloaded note got stuck on them really early in teleop, played defense but also kinda got in the way of their own team 
didn't even climb 😭
no auto"
,Noah Carrillo,52,Red 3,2357,,,0,1,FALSE,"Right Spike , Failed Right Spike",,FALSE,1,3,,0,Solo Climb,,Ground,I was focused on the wrong robot.
,Fanta,52,Blue 1,323,,,0,1,FALSE,,,TRUE,4,2,,0,,,Ground,"Didn’t climb, Didn’t defend, and mostly attempted and failed at scoring in speaker."
,Jonathan,52,Blue 2,4107,,,0,2,TRUE,"Center Spike , Failed Left Spike , Failed Right Spike",,FALSE,1,0,,0,Solo Climb,Failed Auto,"Ground , Source","Really bad aim, im pretty sure they missed all of their speaker shots?"
,Maggie,53,Red 2,6055,,,0,1,TRUE,,,FALSE,0,3,,0,Solo Climb,,Ground,
,Jonathan,53,Blue 2,5454,,,0,0,FALSE,,,FALSE,0,8,,0,,,"Ground , Source",
,lucia,53,Blue 3,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,Tipped/Tippy,,"played defense, note got stuck"
,Danyar,53,Red 2,6055,,,0,2,FALSE,Left Spike,,FALSE,0,1,,0,Solo Climb,,Ground,He kept on missing his shots in the speaker
,Ridge,53,Blue 2,5454,,,0,0,FALSE,,,FALSE,0,7,,0,,,Ground,"Speedy intake but slower at shooting, good driver"
,Aros,53,Red 1,5002,,,0,0,FALSE,Failed Left Spike,,FALSE,0,3,,0,Solo Climb,,"Ground , Source",Was getting bullied by other team 🥺
,Damari,53,Blue 1,1038,,,2,0,FALSE,,,TRUE,3,0,,0,Solo Climb,,Ground,
,Fanta,53,Blue 1,1038,,,2,0,TRUE,,,FALSE,3,0,,0,Solo Climb,,Ground,Scored in amp during auto??? Only scored in amp during teleop
,Karos,53,Red 1,5002,,,0,0,FALSE,,,FALSE,0,3,,0,Solo Climb,,"Ground , Source",robot is smaller so it got pushed around by other robots making it harder to score
,Noah Carrillo,53,Red 3,6586,,,0,0,TRUE,Failed Left Spike,,FALSE,0,0,,0,,,,Played defense. Poorly.
,sofiya,53,Blue 3,5437,,,0,0,FALSE,,,FALSE,0,0,,0,,Tipped/Tippy,,"insanely tippy idk how they didn't fall
only defended
nearly knocked over their teammate"
,Logan,53,Red 3,6586,,,0,0,TRUE,,,FALSE,0,0,,0,,Failed Auto,Ground,They tried to intake from left spike during auto but couldn’t. They played ok defense but racked up a bunch of penalty points for the other team.
,lucia,54,Blue 3,7483,,,0,0,TRUE,,,FALSE,0,0,,0,,Failed Auto,,"stayed idle in the center the whole time, their intake probably broke? during auto they ran into the stage so that could’ve damaged something"
,Maggie,54,Red 2,3937,,,0,1,FALSE,Center Spike,,TRUE,3,6,,0,Solo Climb,,Ground,
,Jonathan,54,Blue 2,1622,,,0,1,TRUE,Center Spike,,TRUE,1,0,,0,Solo Climb,"Parts Fell Off/Broke , Failed Auto",Ground,intake broke at auto? played defense rest of the match pretty good at defense
,Ridge,54,Blue 2,1622,,,0,0,FALSE,,,FALSE,2,0,,0,Solo Climb,Parts Fell Off/Broke,Ground,Amazing defense
,Danyar,54,Red 2,3937,,,0,1,FALSE,Left Spike,,FALSE,3,4,,0,Solo Climb,,"Ground , Source",The driver for this team is pretty good
,Aros,54,Red 1,9608,,,0,0,FALSE,Left Spike,,FALSE,0,0,,1,3 Robot Climb,,"Ground , Source","Extremely horrible offence , but hillariously crazy good defence"
,Damari,54,Blue 1,9429,,,0,1,FALSE,,,FALSE,0,2,,0,,,Source,It was either trying to defend or just wasn’t working well in auto. It just stood or drove around.
,Noah Carrillo,54,Red 3,2341,,,0,1,FALSE,,,FALSE,0,3,,0,Solo Climb,,Ground,
,Karos,54,Red 1,9608,,,0,0,FALSE,,,FALSE,0,0,,1,3 Robot Climb,,Ground,Good defense
,Owen Reynolds,54,Blue 3,7483,,,0,0,TRUE,,,TRUE,0,0,,0,,"Disabled , Failed Auto",,"Was motionless around the middle of the match, moved very slow otherwise and didn't really do much during the entire game"
,Fanta,54,Blue 1,9429,,,0,1,TRUE,,,TRUE,0,2,,0,,Tipped/Tippy,Source,"OK Defense, and received only from source."
,Logan,54,Red 3,2341,,,0,1,FALSE,,,TRUE,0,3,,0,3 Robot Climb,,Ground,"They really struggled with intaking again, accidentally picking up 2 notes at one point. Driving was really slow and uncontrolled, I think it had mechanical or communication errors."
,Danyar,55,Red 2,6186,,,0,0,FALSE,,,FALSE,3,1,,0,Solo Climb,,"Ground , Source",
,Maggie,55,Red 2,6186,,,0,1,TRUE,,,FALSE,0,0,,0,,,Ground,Defense
,lucia,55,Blue 3,7525,,,0,3,FALSE,"Right Spike , Center Spike",,FALSE,0,7,,0,Solo Climb,Failed Auto,"Ground , Source",got blocked during auto by another robot :(
,Aros,55,Red 1,8044,,,0,1,TRUE,Center Line 3,,FALSE,3,2,,0,,,"Ground , Source",
,Noah Carrillo,55,Red 3,16,,,0,2,TRUE,"Center Line 2 , Center Line 3",,FALSE,3,6,,0,,,Ground,Incredibly fast.
,Logan,55,Red 3,16,,,0,2,TRUE,"Center Line 3 , Center Line 4",,FALSE,3,6,,0,,,Ground,Pretty much flawless
,Damari,55,Blue 1,3792,,,0,0,TRUE,,,FALSE,0,4,,0,,,Ground,Auto seemed to fail. Notes sometimes missed.
,Owen Reynolds,55,Blue 3,7525,,,0,3,TRUE,"Right Spike , Center Spike , Left Spike",,FALSE,0,8,,0,Solo Climb,,"Ground , Source",Goated Team Goated Driver only lost because that Red Defense was disgusting
,Karos,55,Red 1,8044,,,0,1,TRUE,Center Line 1,,FALSE,3,2,,0,,,"Ground , Source",Kept trying to hit our robot
,Ridge,55,Blue 2,3616,,,0,0,FALSE,,,FALSE,2,1,,0,Solo Climb,,Ground,Alright defense
,Jonathan,55,Blue 2,3616,,,0,0,TRUE,,,FALSE,2,1,,0,Solo Climb,,"Ground , Source",do not trust me please
,Fanta,55,Blue 1,3792,,,0,0,FALSE,,,FALSE,0,3,,0,,"Tipped/Tippy , Failed Auto",Ground,"Didn’t utilize amp, failed at scoring speaker a few times, and a bit tippy."
,sofiya,55,Blue 3,7525,,,0,2,TRUE,"Center Spike , Left Spike",,FALSE,0,8,,0,Solo Climb,,Ground,"godly autos 😍
the smoothest, sexiest driving known to man
breaking everyone's ankles 
should have won"
,Maggie,56,Red 2,2190,,,0,0,TRUE,,,FALSE,0,0,,0,,,,"Didn’t score, but didn’t have a very effective defense either."
,Karos,56,Red 1,323,,,0,1,TRUE,,,FALSE,0,0,,0,Solo Climb,,"Ground , Source",Was jus stopped for most of the time
,Danyar,56,Red 2,2190,,,0,0,FALSE,,,FALSE,0,0,,0,Solo Climb,,Source,They didn’t do anything except defend all game
,Fanta,56,Blue 1,2992,,,0,1,FALSE,,,FALSE,1,3,,0,,,Ground,I’m scouting 2992. Shot notes to team members
,Aros,56,Red 1,323,,,0,1,FALSE,Left Spike,,FALSE,0,0,,1,Solo Climb,,"Ground , Source",Was stationary for most match
,Owen Reynolds,56,Blue 3,4336,,,0,3,TRUE,,,TRUE,4,4,,0,Solo Climb,,"Ground , Source","Scouted 4336 Ramageddon, spotlit, did extremely well. Good auto, and reliably scored in both amp and speaker, good strategy, good driving, and good performance all around"
